Device,ReviewText,SubmissionTime,Title,UserNickname
Samsung Galaxy s1572,I bought the phone a couple weeks ago first thing I noticed was ability to view in direct sunlight it's amazingly clear outside the only drawback I found is the calculator I don't like the redesign it wasn't broke don't fix it everything else is fantastic,8/13/2016,All around improvement over my S5,Rmg107
Samsung Galaxy s1573,Replaced and S5 glad I did,8/13/2016,Great battery life easy to use,Vtwn
Samsung Galaxy s1574,Bigger than my old phone but same aps and great camera!,8/13/2016,Easy to use,Djkark
Samsung Galaxy s1575,"Easy to use, great battery life.",8/13/2016,Easy to use,Rjm68
Samsung Galaxy s1576,This phone is great I really like it.,8/13/2016,17407630010,Queen1938
Samsung Galaxy s1577,I'm happy with my new phone it has better quality in use .its easy to work with,8/12/2016,Renees7,Mardell
Samsung Galaxy s1578,"I'm so glad the battery lasts, the camera is great",8/12/2016,Great phone  and battery life,Ehand5
Samsung Galaxy s1579,Love everything about it! It's waterproof too!,8/12/2016,Wonderful,Verizonuser173637
Samsung Galaxy s1580,Just bought about a week ago,8/12/2016,"Great features, awesome battery",BShular
Samsung Galaxy s1581,Ok unit  easy to use,8/12/2016,Ok,Gold  boy
Samsung Galaxy s1582,Love the phone. Feel is great,8/12/2016,Great phone,Chayaann95
Samsung Galaxy s1583,I switched from a iPhone so I am still getting use to it but it is a nice phone. Great camera!,8/12/2016,Great features,Diva76
Samsung Galaxy s1584,I had the s5 for the last 2 years so the switch to the s7 was very easy.  I bought my mom the same phone at the same time. She previously had the s4 mini.  Mom is having a lot of fun with the s7.,8/12/2016,Love this phone,Janet G
Samsung Galaxy s1585,This phone rocks!!! !,8/12/2016,Awesome,Sammsadie
Samsung Galaxy s1586,Traded S5 for S7.  Easily made the transfer of data and apps,8/12/2016,Great product . Easy to use.,Mac52
Samsung Galaxy s1587,Only had a short time but seems to work well. Just need to figure a  way to retrieve everything on the old phone that exploded,8/12/2016,Good phone,Fref
Samsung Galaxy s1588,My first smartphone really  like it!!,8/12/2016,Easy to learn,Corgis
Samsung Galaxy s1589,"I'm a simpleton but I have to admit that this phone is an Excellent choice.  I'm not one to change phones often but this Samsung S7 is a smash.  Excellent features and easy to use.  Get yourself a case for it.  It makes it better to handle and hold.  Besides, you'd want to protect your phone anyways.  The operating system is fast to.",8/12/2016,Was a big transition from my Pantech...,Toast99
Samsung Galaxy s1590,i like that the battery stays charged more than 4 hours,8/12/2016,easy transition from s4 to s7,sgs7
Samsung Galaxy s1591,I've been with apple ever sense they came out & just recently switched to android and I'm so glad I did! I absolutely love my s7!!,8/11/2016,Awesome!,Jessikkka
Samsung Galaxy s1592,Battery lasts forever. Fast. Reliable. Easy transition.,8/18/2016,Awesome phone!,ShanMcK80
Samsung Galaxy s1593,I love this phone and very satisfied that i switched to verizon,8/11/2016,Clear display. Easy to use and i love the features. Has an awesome camera and video,Tballow
Samsung Galaxy s1594,So happy to upgrade from my phone exchange to one that is so much easier to use,8/11/2016,Easy to use,LadyMartini
Samsung Galaxy s1595,"I still had my S4 and it would drop mobile service. This one has much better connectivity inside my house (which is a BIG deal). Everyone has trouble with connectivity inside this condo. The pictures are amazing and the special effects like pan, slow mo and more are just fun!. Storage will not be an issue here either.
The sound quality has been within normal limits. On a trip where I was using it for navigating from winery to winery and taking tons of pictures, It did get low battery by 6-7p after unplugging around 8a. On regular days though I still have 50% or better. It's in my UAG case so it will not get injured and I have already dropped it a couple of times.",8/11/2016,Definitely an upgrade from my S4,Smudgemom
Samsung Galaxy s1596,Best phone aND service I've had in a while,8/11/2016,Awesome phone fast aND reliable,Rissajoy
Samsung Galaxy s1597,I would recommend this phone. It is everything and more.,8/11/2016,Great features! Easy transition from my old phone.,I love Lacrosse
Samsung Galaxy s1598,Love it works great for what I need,8/11/2016,Love it,Shelee
Samsung Galaxy s1599,I love it it is east to use,8/11/2016,Easy to use,Fayewads
Samsung Galaxy s1600,"Had the phone two weeks now, no issues so far.",8/11/2016,"Great phone, takes great pictures and videos, long battery life",Cobra0165
Samsung Galaxy s1601,I brought this like 2 weeks ago wow amazing,8/11/2016,Great everything,VegaInTheCut
Samsung Galaxy s1602,Love the new Camera and video features.  Great upgrade from the S5,8/11/2016,Love the phone and feature. Much better than my S5,bird1234
Samsung Galaxy s1603,I has happy to up grade to this S7....,8/11/2016,"easy to use , faster than the old one...",trep56
Samsung Galaxy s1604,I'd had my phone over 3 years and I needed to update. I was worried that it would be too advanced for me but it has been made very easy to figure out the new features. I absolutely love the new phone.,8/11/2016,Easier than I expected,Maclo
Samsung Galaxy s1605,After have the galaxy s4 and s6. I can say the galaxy S series just keeps getting better and better.,8/11/2016,The galaxy S A series keeps getting better!,Alex0713
Samsung Galaxy s1606,"I bought this 2 weeks ago, the phone is really nice but the service I've been getting is terrible,  I don't know if it's the area I've been in or not, if this was to get right I would have no problems",8/11/2016,9103311928,Tarry60
Samsung Galaxy s1607,"Samsung has thought of it all.  I love all of the new features, and I really like the fact that my phone didn't  come pre-loaded with garbage programs.",8/11/2016,Best phone I've  ever had.,TamitheSnakeLady
Samsung Galaxy s1608,So glad I got this phone love it,8/10/2016,Great features,Mommac2577
Samsung Galaxy s1609,Bought a few weeks ago and still finding more cool stuff,8/10/2016,Another great Samsung product,LuisM
Samsung Galaxy s1610,Love the new phone but the apps to transfer and upload all previous data still didn't work right.  Can't upload to cloud for some reason.  Phone to phone transfer didn't work either.  Don't know why......just irritating.,8/10/2016,Great phone...but,STRIKEFIGHTER
Samsung Galaxy s1611,I have only had this phone for a couple of weeks and so far very happy with it.,8/10/2016,Great phone so far,Ted1971
Samsung Galaxy s1612,I am glad I bought it,8/10/2016,Learning slowly,MarieLouise
Samsung Galaxy s1613,"I just bought the phone a few days ago and it is so fast, easy to use and overall a wonderful phone.  I upgraded and I am super happy with it.",8/10/2016,Great phone,Zina13
Samsung Galaxy s1614,"My first smart phone, still getting familiar.  Love the look and user friendly screen.",8/10/2016,My first Samsung,Stone Cold
Samsung Galaxy s1615,I bought it 2 weeks ago no complaints so far but the screen protector I am still paying for isn't the best I did not get my money's worth screen is all scratched up already n protectors about to fall off disappointed in the protector,8/10/2016,Needed a phone n this 1 is the best,G91g91
Samsung Galaxy s1616,Best switch ever very happy,8/10/2016,Great,Gotti1
Samsung Galaxy s1617,i bought this phone a week ago and its very easy to use,8/10/2016,its a great phone,Wendy1961
Samsung Galaxy s1618,Samsung just keeps making them better and better,8/10/2016,Great phone,dyeatts
Samsung Galaxy s1619,"Bought this about 2 weeks ago, and love it so far.",8/10/2016,Awesome camera,Mk66
Samsung Galaxy s1620,This is a awesome Phone not to small not to big not to techy just right for what I need. But as always first year or so battery is good but after that they go bad so we shall see. But right now great phone.,8/9/2016,Awesome Phone!,Pentheus
Samsung Galaxy s1621,I bought this phone as I needed to upgrade,8/9/2016,Gary singleton,singleman
Samsung Galaxy s1622,I am glad I upgraded,8/9/2016,Love everything about it!,Evergreen615
Samsung Galaxy s1623,Old phone wasn't holding charge.  Needed to upgrade.,8/9/2016,"Battery Life, large screen, easy to maneuver around and highly recommended by a trusted, teckie person.",Watosh
Samsung Galaxy s1624,I love the camera.  I also love the customer service in the store.  I tried to transfer my data from the old phone to the new and was a bit techno challenged.  I went into the corona store and the staff was so friendly and helpful.  They had me up and out in about 15 mins.,8/9/2016,easy transition from galaxy 5,meme111
Samsung Galaxy s1625,It's been easy to learn for someone not computer savvy. Transition has been enjoyable and not so scary.,8/9/2016,What an upgrade!,jayl10
Samsung Galaxy s1626,I bought this phone 2 week's ago and I love it,8/9/2016,Wow,Hairbear22
Samsung Galaxy s1627,We had 3 Galaxy s4s and just upgraded to s7s. Could not be happier with the phones or Verizon service. Win!,8/9/2016,Awesome phone!,Mchampion1967
Samsung Galaxy s1628,"I previously had a S5 and the forced upgrade of android 6 turned it into a dog.  I really like that the S7 is slightly narrower as it fits better in the hand.  I was concerned that the case would be too slippery but it sticks surprisingly well in the hand.  In general, the device is fast with acceptable battery life to get me through the day.",8/9/2016,Easy transition,ShMB
Samsung Galaxy s1629,I would recommend this phone. Great quality and easy to use.,8/9/2016,Best phone I ever had!,Cinderella1234
Samsung Galaxy s1630,I bought it a week ago and love it. The driving mode is great. Battery life is awesome.,8/9/2016,Great features,Nsncy65
Samsung Galaxy s1631,Just got this a couple of weeks ago and really like the way it looks and feels. Has super camera and astounding memory capability.,8/9/2016,Samsuing Galaxy x7,Preacher65
Samsung Galaxy s1632,I've had it now for over a week .so far perfect!,8/9/2016,I had the Galaxy 5 for years  and upgraded to another Samsung because it was super dependable!,Frannienanfran
Samsung Galaxy s1633,Great phone so fa . Last g5 was good phone,8/9/2016,Great phine,Honda724
Samsung Galaxy s1634,"I upgraded from the Galaxy S5. It has many of the same features as the S5, but much improved and easier to work with. The camera is amazingly clear and captures movements without the blur. The picture of the screen is crystal clear and vibrant. Overally, I love the phone. I have had Galaxies for 6 years now and do not plan on switching.",8/9/2016,Overall a great phone that can do it all!,Ddubbs1991
Samsung Galaxy s1635,Nicephone all around,8/9/2016,Bernardcwilson,DERKMKK
Samsung Galaxy s1636,Works fast and has excellent battery life,8/9/2016,Good Phone,LanceCP
Samsung Galaxy s1637,Bought 2 phones. Girlfriend'so phone was stolen within a week the other girls admired it so much.  Pleased with performance and security on mine.,8/9/2016,Pleasing performance,Mountain Man Dave
Samsung Galaxy s1638,I wish I could put my Favorite Contactsong on my Home Screen as I could with my Mini Droid....,8/9/2016,Love the Layout of this Phone!,Mscajun25
Samsung Galaxy s1639,Very easy to use I really love my phone,8/9/2016,Easy to use,Cindykay115
Samsung Galaxy s1640,"I was very happy with my S5, however, the S7 is a great upgrade.  Fast and simple to use right out of the box.",8/9/2016,Fast and simple to use right out of the box.,Dave 77
Samsung Galaxy s1641,I finally see a android system that works. Very user well. Love its features and simple to understand stuff. Great for Samsung.,8/9/2016,Good Anderoid,Saji04
Samsung Galaxy s1642,So glad i purchased this galaxy S7,8/9/2016,Great phone. Perfect size,Gvice36
Samsung Galaxy s1643,Bought this phone the end of July to replace my HTC one.  Pleased with my choice.  Already recommended this phone to my sister-in-law.,8/9/2016,Great phone - Easy to use!,Teri1024
Samsung Galaxy s1644,"New phone is great
I didn't skip a beat",8/9/2016,Easy transition,Panda1264
Samsung Galaxy s1645,Easy transition. Like waterproof feature,8/9/2016,Easy transition. Like waterproof feature.,Sdoc
Samsung Galaxy s1646,"Great phone, pretty much the same as previous models with small tweaks. Not a huge fan of going back to micro USB 2.0 instead of 3.0, and the micro SD card requires a tool to remove. These 2 things make backing up photos a bit of a hassle. Wireless charging is awesome though, I highly recommend using the stand. This phone does everything I want it to, pretty much has it all.",8/9/2016,Small upgrade from previous Samsung Galaxy,Timtorresin
Samsung Galaxy s1647,"I loved my Samsung Galaxy Note but thought I would try the the Samsung Galaxy 7. The portability  is great. , easily slips in your pocket and functions are very fast. Camera takes fabulous pictures as well.",8/9/2016,Portable,Ron S
Samsung Galaxy s1648,"OK, going from an S-4 to an S-7 is a big leap....and there are a few hiccups - but thus far, I LOVE it.  Mostly...it.s the much faster processor and the new (Marshmallow) operating system.",8/9/2016,FAST and reliable,GurleymanZ
Samsung Galaxy s1649,"We were used to the S6 when it came time to upgrade. the transition was smooth, and the improved features are easy to learn.",8/9/2016,Excellent phone & Features,ghawker
Samsung Galaxy s1650,I bought it roughly 10 days ago and have very positive experience with new features and extended battery life.,8/9/2016,Samsung S7 is Super,Mark K S7
Samsung Galaxy s1651,"Much clearer, faster, more storage",8/9/2016,Great upgrade from Samsung Galaxy 5,alvk
Samsung Galaxy s1652,Purchased this phone a week ago and am extremely pleased with this device.,8/9/2016,Samsung Galaxy S7,Etta Place
Samsung Galaxy s1653,Great phone! Fast possessor and sleek design! Love the gold color!,8/9/2016,Great Phone!,jmpanz
Samsung Galaxy s1654,Large and readable. !,8/9/2016,Great device,NENO35
Samsung Galaxy s1655,Great product to use,8/8/2016,Review,Chaggu
Samsung Galaxy s1656,Is a great phone. Slim design awesome in anything I wear around.,8/8/2016,Love it and water resistant,Askie86
Samsung Galaxy s1657,We love out new phones,8/8/2016,Good phone,Trudy1980
Samsung Galaxy s1658,"Over All, GS7 delivers speed awesome camera and photos among many other great features!!",8/8/2016,Excellent phone,Rickr743
Samsung Galaxy s1659,I've only had it for 1 week so still getting used to the upgrade.  I like the bigger screen and it seems to be faster.,8/8/2016,Easy to transition from S3 to S7,virtualbill
Samsung Galaxy s1660,"positive things
love the voice text translator, since i hate to type
the camera is awesome
it gets more user friendly ever day
i like the fact that it is water tight, saved me money on buying a water proof case
i picked this phone because it has a removable chip for expanded memorynot so good
could not find any wear to set up voice mail
contacted tech service and it turned out being very simple
adding a pic to text, could not find any help, i just got lucky and hit the right button
now it is a piece of cake
need to focus on more of the basic simple things that the basic user would like to setup so they do not come back with horror stories,",8/8/2016,once you are past the basics you home free,sgary55
Samsung Galaxy s1661,Very satisfied with quick response to choices. Bright clear pictures,8/8/2016,Easy to use with basic features used,00bboop
Samsung Galaxy s1662,"Went to the Galaxy S7 from the Galaxy S4. My wife Instagrams photos that I take,  with the S4 she said I took excellent photos, with the S7 she can't believe the difference. She can""take wait to get her a new phone she has the S5 and it's almost time to upgrade. She knows what she's getting next. Still getting used to other features but what a difference, I love it",8/8/2016,Love the camera WOW!!!,Bobwayte57
Samsung Galaxy s1663,"Better pictures, better battery life, ease of transferring documents/items from old to new.  Went to local store and they said I had most moved over.  Customer Service was very helpful.  Few things Different, but not that big deal.",8/8/2016,Love my Galaxy S-7!,headboard
Samsung Galaxy s1664,Phone has treated me well so far. No complaints,8/8/2016,amazing,Katie123456
Samsung Galaxy s1665,Dog is People watching,8/8/2016,Easy to navigate,Baby2009
Samsung Galaxy s1666,"The phone is awesome...it is my phone, my computer...my everything!  The young man who helped/sold it to me is just as awesome!  A true asset to the VERIZON family!  Thanks so much!",8/8/2016,Great phone...I find something new every day!,theresa160
Samsung Galaxy s1667,"I had the s5 for 2 years,  and upgraded to the s7. Love it! I love that it charges so fast and it has the time display on the front all the time. It has lots of custom backgrounds and themes to choose from.",8/8/2016,Love it!,Mary4for4
Samsung Galaxy s1668,"Just upgraded my Galaxy S6 to the S7 and am glad I did. My S6 was the best phone I had ever used and I really liked it...Fast, sleek, and great features. The S7 surpasses the S6, especially with the higher capacity battery. Big enough but not too big.",8/8/2016,Galaxy S7 is a step up!,G Carter
Samsung Galaxy s1669,We bought this a week ago after the old one went for a swim and I love it already!,8/8/2016,Great phone!,Jlem
Samsung Galaxy s1670,I bought my phone a week ago and I love it!  The camera is great. I am so glad I chose this phone!,8/8/2016,Great features!,Nannynonna
Samsung Galaxy s1671,"My daughter and I both have one and we absolutely love the camera. I've never seen a phone with this many options for photos. Definitely feel much safer knowing it was shatter if it slides to the floor and it's waterproof! What took so long to include more safety?! Either way, we love it and would highly recommended to anyone.",8/8/2016,Feel protected.,HOBBSY
Samsung Galaxy s1672,I've had this phone for 1 week and I love it. Little changes here and there. Battery definitely stays cooler and prolongs charge.,8/8/2016,Easy transition,Mandyeliza
Samsung Galaxy s1673,Upgrading from the old S4 to this was well worth the wait. Neat features and fast processor. No complaints.,8/8/2016,Beast,Mandibble
Samsung Galaxy s1674,Still learning the features - but I like the phone overall.,8/8/2016,Had Galaxy S5 - not too hard to switch over.,susielandis
Samsung Galaxy s1675,Had for a few weeks so far no problem,8/8/2016,Samsung 7,Nicciswenney1982
Samsung Galaxy s1676,Very pleased with this phone!,8/8/2016,Love the responsiveness and extra features!,becknsme
Samsung Galaxy s1677,I really like the new features over my galaxy s5 active.,8/8/2016,Great phone.,Baldy1313
Samsung Galaxy s1678,Battery and reception is so much better than my S4.,8/8/2016,RAL S7 review,RAL phone
Samsung Galaxy s1679,"The S5 was OK, the S6 not as good, but this S7 is on a whole different level and I love it.",8/8/2016,Best Galaxy yet!,Teejay527
Samsung Galaxy s1680,The Samsung S7 is an amazing device with a ton of functionality and unbelievable battery life,8/8/2016,Samsung S7,Talutisc07
Samsung Galaxy s1681,Great phone and tough too!,8/8/2016,samsung s7,JimmyR1954
Samsung Galaxy s1682,"I bought my Samsung Galaxy 7 about a week ago.  I am still in the process of learning the newer features, but I am VERY happy with it.",8/7/2016,I really like it.,Lori0614
Samsung Galaxy s1683,This phone is perfect.  Great speaker and camera.  Easy to use.  I had a Galaxy S5 before and this one is better.,8/8/2016,Best phone yet,Torchie
Samsung Galaxy s1684,I bought this about a week ago and it blows the S5 I had way out of the water. Much needed upgrade.,8/7/2016,Very fast and responsive!,TechnoN8
Samsung Galaxy s1685,"Replaced an older Galaxy with the S7. So far, so good.",8/7/2016,S7,Flazmo
Samsung Galaxy s1686,Needed a new phone since galaxy s4 wouldn't hold a charge any longer. New one is mostly the same.,8/8/2016,Good phone,Cooterboy
Samsung Galaxy s1687,2weeks and I love it upgraded from s5 witch  I loved. So far so good hope it lasts for a long time,8/7/2016,Samsung doesn't disappoint,JdaS7
Samsung Galaxy s1688,I went from a samsung 24th to this phone. I really enjoy the upgrade. The only thing I don't like about the phone is I use the swype feature and it doesn't seem to flow smooth.,8/7/2016,Love the phone,Kai12
Samsung Galaxy s1689,"Great phone,  nice size.",8/7/2016,Easy transition from S5 to S7,Sld89406
Samsung Galaxy s1690,It was easy to update everything from my last phone.  The screen is super clear but gets finger prints on it immediately.  I like the fingerprint security as it makes opening the device much quicker and the double tap to open the camera is also very convenient.,8/7/2016,Easy to change from LG,MarcMcD
Samsung Galaxy s1691,I have wanted it for months. Then I filed a claim with best buy and they still haven't sent me my replacement. So I just decided to go to the store and upgrade,8/7/2016,Awesome,Adbellach
Samsung Galaxy s1692,Only had it a week and loving it!,8/7/2016,Awesome,Skymonster
Samsung Galaxy s1693,I've had this S7  for 2 weeks and so far so good.,8/7/2016,"Reliability, durability.",CJsak
Samsung Galaxy s1694,"Very fast, had the galaxy s5 before this one, seems like a very fantastic version of that phone. Would highly recommend upgrading to any Samsung users",8/7/2016,Awesome phone,Treated
Samsung Galaxy s1695,The Galaxy S7 is full of a plethora of functionality and easy to use with features that I did not even know were or could be made available for use in a phone.,8/7/2016,Great features. Easy to transition from previous phone. Lot's of neat stuff that it can perform quickly and easily.,LHS_Teacher
Samsung Galaxy s1696,I have had my phone now for about a week.  I love all the options I have along with the sound and pictures it takes!  Its exactly what I wanted in a smart phone! Just not crazy about the recording feature on texting.,8/7/2016,Awesome features & sleek look,Jules45
Samsung Galaxy s1697,"Best camera of any smart phone I have owned. Features and functions are in different places. Wish Android phones were more easily transitioned, but overall, love the new phone.",8/7/2016,Great Camera,katarinaX
Samsung Galaxy s1698,Simple move from an Galaxy S4 to the S7.  Love the new phone and the performance is exceptional!,8/7/2016,S4 to S7 ... Great move!,TreeCrazyD
Samsung Galaxy s1699,I've had this phone for about 4 months now and love it more everyday. I got my wife one too.,8/7/2016,9202848593,Joe05141968
Samsung Galaxy s1700,I love the Samsung phone cause they seem very user friendly,8/7/2016,Samsung,J1A2
Samsung Galaxy s1701,"Just upgraded from S5 to S7 and could not be happier! Super fast, slick device.",8/8/2016,Love my new S7!,jaq051
Samsung Galaxy s1702,has all the features I wanted,8/7/2016,My best friend,billf11659
Samsung Galaxy s1703,Got it for the wife she loves it,8/7/2016,Galaxy s7,Kimberly 131
Samsung Galaxy s1704,"very powerful, bright display, and so many ways to customize",8/7/2016,Great Phone,Chillhang
Samsung Galaxy s1705,"Have always been a huge fan of Samsung products. The S7 with Verizon wireless, there none who compare to reliability and support! Thanks!",8/8/2016,Samsung is still #1,Gr8vyrd
Samsung Galaxy s1706,Great Phone. Easy to use. And take Beautiful Picture,8/7/2016,Excellent,Jesuscatracho
Samsung Galaxy s1707,Nice people to help me.,8/7/2016,Easy to learn.,Robert39
Samsung Galaxy s1708,"Just upgraded from a Galaxy 5 to a 7...love it! Hubby is enjoying his, as well.",8/7/2016,Another Galaxy Superstar!,Cookiecorg
Samsung Galaxy s1709,Just got my new phone a week  ago and love it.,8/7/2016,Awesome device,Karendc
Samsung Galaxy s1710,I haven't had my new phone for very long but so far I'm very happy with it.,8/7/2016,Very happy so far!!,Duran Duran
Samsung Galaxy s1711,"Love the features. Camera works awesome. Battery life is great. A big change from my two year old HTC One M8, but I'm glad I did. The changeover was not that difficult. HTC 10 was my next choice, but I liked the camera better on this one and everything else seemed like a toss up. Better aftermarket case and accessory availability as well. A week in and I am still extremely pleased with the decision.",8/7/2016,Used to love my HTC,HTC convert
Samsung Galaxy s1712,Glad I traded my s4 for s7.   battery life is awesome,8/7/2016,great features and battery lasts,braveyoyo
Samsung Galaxy s1713,Needed to upgrade my phone and very happy with the Samsung - Galaxy S7!,8/7/2016,Great phone - easy to use and long battery life,Kat Swartz
Samsung Galaxy s1714,"So far I have had the new phone 2 weeks and am loving it.  Much better camera, many new features, holds a charge much longer, and overall is a great phone!",8/8/2016,Love this!,seanscott71
Samsung Galaxy s1715,great battery life. clarity of sound,8/7/2016,My opinion,NickSoWhat
Samsung Galaxy s1716,I love my Samsung s7. Itso very user friendly....however none of my content came over from my old android and my bf logged into something and all of his content from his iPhone uploaded to the new phone. Missing my pics I have to pull back from the cloud in order to use on shutterfly.,8/7/2016,Love it,Lh8912
Samsung Galaxy s1717,Had the phone for a couple weeks and really like it,8/8/2016,"Responsive, sleek & allows Samsung pay",Twelve
Samsung Galaxy s1718,"I bought my new phone a week ago and am glad I did. The only ""issue"" I have with it is the (one) speaker being located where the mic is. If you hold the phone to your head/ear when making/receiving calls, the other callers voice will come from the end of the phone closest to your mouth instead of your ear.",8/8/2016,Excellent Phone!,Chris592
Samsung Galaxy s1719,Upgrading from the s4 to the s7 is like trading in you old Buick for a new Cadillac.  Sure the old Buick was a reliable ride but the new Caddy is hotter and faster.,8/7/2016,Great phone,rswdew
Samsung Galaxy s1720,I bought it a month ago and I am so happy I did,8/8/2016,Great features easy to use.,Val8593
Samsung Galaxy s1721,"I love this new phone. It's fast, picture quality is clear. The camera is amazing. It automatcally downloaded the apps I had on my last phone. Seamless transtion. I'm glad I chose this phone.",8/7/2016,"Easy to use, Incredible camera, easy update from my S5",purpleparent
Samsung Galaxy s1722,it is a great phone with great service,8/7/2016,great features its wonderful i am glad i bought it,saluki girl
Samsung Galaxy s1723,Bought this phone a couple of weeks ago and it's the best decision I've made,8/7/2016,"Amazing features, especially the camera",hrayed
Samsung Galaxy s1724,Best phone I've gotten so far,8/7/2016,Terrific Buy,Yrramon
Samsung Galaxy s1725,Have owned a week. Definitely like shorter charging time and longer battery life.,8/7/2016,Great Product!,nmariem
Samsung Galaxy s1726,Contract was expiring and got a great deal on this phone.  It works as expected and have no complaints.,8/7/2016,Great features!!,klee21
Samsung Galaxy s1727,Went from a Droid and still learninf6how to edit  and some others features6,8/7/2016,Great features,Dave martin
Samsung Galaxy s1728,I bought this phone over a week ago and has been living up to expectations. I upgraded from a galaxy s5 to the s7. The speakers are louder and the battery life is so much better. I also like the customization capabilities.,8/7/2016,Samsung S7,Jaxy
Samsung Galaxy s1729,Excellent phone wish I had gotten it sooner,8/7/2016,s7,jinks77
Samsung Galaxy s1730,I love my new phone.  It'seems enough like my 4 that I can find things but updated to be even easier to use.,8/7/2016,My new Samsung Galaxy 7,Malia 825
Samsung Galaxy s1731,"Don't get me wrong, I really enjoyed my time as abVerizon iPhone user. But, as someone who truly believes these gadgets are meant to simplify life, I found that the iPhone was making mine more complicated. You see, I am a PC user and trying to seamlessly sync my iPhone with my MS Outlook Calendar and Contacts was a constant nightmare. During syncs, contact info would get scrambled. And I hated the fact that iTunes counted how many times I played a song, etc. I also couldn't stand how they controlled my data storage on the device. The Samsung Galaxy S7 really allows me to control my experience- Even the camera is awesome! For very little money, I picked up a SIM card and am now able to really take all of my music and pictures with me without taxing the phone's internal storage. This is the smart phone experience I have been waiting for!",8/7/2016,So much better than the iPhone,HappySamsung7User
Samsung Galaxy s1732,Love this phone.  Much more than I expected.  Great sound quality and video.,8/7/2016,Great Phone,cdmckinney65
Samsung Galaxy s1733,I like the big letters and numbers.,8/7/2016,Great features,Pretty One
Samsung Galaxy s1734,"Love the camera, better pictures than a stand alone camera!",8/7/2016,Great Phone,BSMALL
Samsung Galaxy s1735,"Very happy so far. I've prior owned Galaxy S3 and S5. Quick to open all apps, good camera, decent battery life.",8/7/2016,Another great Samsung product,Aarathon
Samsung Galaxy s1736,Didn't plan on upgrading my phone but I am glad I did.,8/4/2016,Great phone!,PattyKeene
Samsung Galaxy s1737,Easy to set up and use and much more functional,8/4/2016,So fast and smoother operation,lawerncekenemorejr
Samsung Galaxy s1738,I upgraded from S4 and the S7 seems to work so much easier.,8/4/2016,Upgraded from Samsung Galaxy S4,Piratemom
Samsung Galaxy s1739,Great phone and services!!,8/4/2016,Easy to use and setup ! Live it!!,WaltBj1201
Samsung Galaxy s1740,Hands down on of the best devices on the market. Highly recommended to my friends and family. Samsung and Verizon have done it again! LOVE IT!,8/4/2016,Best decision to upgrade to this powerhouse ever.,DaddysKitten
Samsung Galaxy s1741,Photos are crisp and detailed  Phone runs smoothly and is effortless to learn.,8/4/2016,"Great phone, better camera than before",JackieDD
Samsung Galaxy s1742,My husband lost his Galaxy S4. He doesn't like new technology so I gave him my Galaxy S5 and I got the new Galaxy S7. Love it!,8/4/2016,Great new phone!,Dkeenoy
Samsung Galaxy s1743,I've had my new phone a little over a week and so far I'm loving it!,8/4/2016,So far so good,Jonikasmom
Samsung Galaxy s1744,Love this phone. Great product.,8/4/2016,Great phone.,Alexi j
Samsung Galaxy s1745,Love it love how the waterproofing is back the SD card slot is back exited love the bright display it's a realy good with multitasking no lag or freezing fast charge is realy fast only down side is the less megapixles on the camera but makes it up with the new features and missing IR blaster remote other than that an excellent,8/4/2016,Better than expected,Pyro100100
Samsung Galaxy s1746,I like the ease of use. Very similar to the s5 but much improved.,8/4/2016,I love the new camera!,Craig626
Samsung Galaxy s1747,"Better camera, nice feel and touch to keyboard.",8/4/2016,"Easy transition, from other phone.",Ernie81
Samsung Galaxy s1748,I  like the new Samsung Galaxy,8/4/2016,I upgraded my  phone,Kbaldwin
Samsung Galaxy s1749,I love everything about this phone.  The iphone is good but I'm really enjoying this phone.,8/4/2016,Love to be back with the Android,smurslack
Samsung Galaxy s1750,I've had it just over one week and have enjoyed all the features.,8/4/2016,Like it so far,Pepperluna
Samsung Galaxy s1751,Bought this phone last week. Everything about is wonderful. Feels good in my hand. Screen in amazing.,8/4/2016,Fabulous in all ways!,NikkkiStyx
Samsung Galaxy s1752,"I liked the S6, but the battery was inadequate.  The S7 is great.  I can use it all day without having to recharge it.  The S-Health app is great for keeping tabs on my heart.  Fingerprint login is very easy.  Overall it really is a very good phone. I like Samsung.",8/4/2016,Best phone I have ever had!,Norm70
Samsung Galaxy s1753,"Just switched from an S5 to an S7 and I love it!  Everything transferred smoothly  (texts, pictures, apps, etc) and quickly.  The S7 is faster but still easy to use.",8/4/2016,Love it!,Kimiyo
Samsung Galaxy s1754,"I loved my s6, and went to add a line but they only had s7. So I ended up getting an s7 for the new line and upgrading from my s6 to a v10 for a week. And it just didn't suit me. So i went back and exchanged that for an s7. So much happier. I guess I'll have to stick with my galaxies",8/4/2016,I really loved my s6,Aleesha
Samsung Galaxy s1755,"I upgraded my phone from the Galaxy S5 to the Galaxy S7. I liked my S5 and really didn't have any problems with it, but it was time to upgrade. This new phone so fast. Everything loads fast, everything executes fast. Moving my data, my contacts, my music, everything was so easy. I have always been a fan of Android and this phone is the best one yet.",8/4/2016,I LOVE THIS PHONE,TrekChickAlicia
Samsung Galaxy s1756,Easy to use .clear pictures,8/4/2016,Phone,Wer1
Samsung Galaxy s1757,"I just purchased this phone.  Very nice, thin and compact.  Wish Verizon store had shown me how to use it.  Classes outside of store were very expensive.",8/4/2016,"Great phone, but expensive",KatieP123
